page_name,timestamp,user_id,utm_campaign,utm_source
3 - checkout,2018-02-03 19:04:12,10656,retargetting-campaign,email
4 - purchase,2018-02-03 19:11:12,10656,retargetting-campaign,email
1 - landing_page,2018-01-18 03:53:47,10677,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-18 05:07:47,10677,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-05 13:17:16,10734,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-04 23:23:43,10875,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-05 02:03:43,10875,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-09 11:45:43,10875,weekly-newsletter,email
1 - landing_page,2018-01-09 14:30:37,10877,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-09 16:52:37,10877,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-11 13:25:37,10877,paid-search,google
1 - landing_page,2018-01-20 10:21:30,10925,cool-tshirts-search,google
2 - shopping_cart,2018-01-20 11:55:30,10925,cool-tshirts-search,google
1 - landing_page,2018-01-24 10:02:15,10957,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-06 00:21:21,10960,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-06 03:03:21,10960,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-10 22:54:21,10960,retargetting-ad,facebook
1 - landing_page,2018-01-30 13:22:52,11017,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-30 17:43:52,11017,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-17 05:28:22,11021,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-17 08:52:22,11021,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-01 00:58:13,11028,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-01 02:16:13,11028,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-18 21:44:54,11140,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-18 23:01:54,11140,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-20 22:56:54,11140,retargetting-ad,facebook
4 - purchase,2018-01-20 23:10:54,11140,retargetting-ad,facebook
1 - landing_page,2018-01-17 09:25:45,11186,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-17 10:19:45,11186,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-18 18:52:45,11186,retargetting-campaign,email
1 - landing_page,2018-01-10 00:23:04,11207,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-10 03:00:04,11207,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-01 10:29:53,11214,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-01 13:20:53,11214,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-02 18:09:53,11214,retargetting-ad,facebook
4 - purchase,2018-01-02 18:10:53,11214,retargetting-ad,facebook
1 - landing_page,2018-01-01 23:40:26,11234,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-02 01:34:26,11234,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-02 02:07:26,11234,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-16 13:25:06,11403,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-16 15:00:06,11403,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-22 15:11:29,11522,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-22 15:21:29,11522,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-24 00:03:29,11522,retargetting-ad,facebook
1 - landing_page,2018-01-23 18:51:13,11545,cool-tshirts-search,google
2 - shopping_cart,2018-01-23 19:39:13,11545,cool-tshirts-search,google
3 - checkout,2018-01-25 02:19:13,11545,paid-search,google
1 - landing_page,2018-01-10 23:57:42,11562,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-11 02:43:42,11562,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-11 03:08:42,11562,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-30 17:00:15,11635,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-30 19:16:15,11635,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-01 09:35:15,11635,retargetting-campaign,email
1 - landing_page,2018-01-06 14:19:45,11661,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-06 17:32:45,11661,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-08 14:07:45,11661,weekly-newsletter,email
1 - landing_page,2018-01-05 06:16:29,11686,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-05 08:05:29,11686,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-28 10:25:57,11728,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-28 10:49:57,11728,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-25 21:52:01,11735,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-26 01:45:01,11735,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-27 19:00:34,11736,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 23:11:34,11736,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-02-01 18:26:34,11736,retargetting-ad,facebook
1 - landing_page,2018-01-27 10:37:36,11771,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 15:22:36,11771,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-06 21:02:02,11794,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-06 22:31:02,11794,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-28 22:56:06,11797,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 01:56:06,11797,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-02 23:47:06,11797,retargetting-ad,facebook
1 - landing_page,2018-01-15 13:08:07,11812,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-15 15:36:07,11812,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-16 16:29:07,11812,retargetting-campaign,email
1 - landing_page,2018-01-24 00:33:09,11902,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-24 02:51:09,11902,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-25 10:04:09,11902,retargetting-ad,facebook
1 - landing_page,2018-01-16 00:56:29,11915,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-16 04:20:29,11915,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-17 12:48:29,11915,paid-search,google
1 - landing_page,2018-01-18 15:44:03,11936,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-18 19:12:03,11936,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-21 03:34:03,11936,weekly-newsletter,email
1 - landing_page,2018-01-17 11:08:14,11946,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-17 15:12:14,11946,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-04 08:45:33,11984,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-04 13:11:33,11984,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-08 21:01:33,11984,weekly-newsletter,email
1 - landing_page,2018-01-29 06:35:32,12072,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 07:08:32,12072,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-01 10:48:32,12072,retargetting-campaign,email
4 - purchase,2018-02-01 10:56:32,12072,retargetting-campaign,email
1 - landing_page,2018-01-12 21:17:52,12107,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-12 22:59:52,12107,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-06 10:59:35,12136,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-06 15:04:35,12136,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-13 21:28:02,12218,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-13 23:59:02,12218,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-16 07:31:02,12218,weekly-newsletter,email
1 - landing_page,2018-01-18 11:10:22,12307,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-18 14:25:22,12307,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-11 07:30:42,12308,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-11 12:11:42,12308,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-11 12:18:42,12308,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-17 16:39:39,12327,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-17 20:25:39,12327,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-19 01:25:39,12327,paid-search,google
1 - landing_page,2018-01-29 01:15:04,12333,cool-tshirts-search,google
2 - shopping_cart,2018-01-29 04:10:04,12333,cool-tshirts-search,google
1 - landing_page,2018-01-29 12:32:59,12515,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 13:48:59,12515,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-31 12:24:59,12515,retargetting-campaign,email
1 - landing_page,2018-01-21 10:51:06,12542,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-21 12:12:06,12542,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-26 07:05:06,12542,retargetting-ad,facebook
1 - landing_page,2018-01-18 11:43:07,12607,cool-tshirts-search,google
2 - shopping_cart,2018-01-18 14:00:07,12607,cool-tshirts-search,google
3 - checkout,2018-01-21 01:55:07,12607,retargetting-campaign,email
1 - landing_page,2018-01-07 03:21:31,12667,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-07 06:35:31,12667,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-10 20:27:31,12667,retargetting-ad,facebook
4 - purchase,2018-01-10 20:36:31,12667,retargetting-ad,facebook
1 - landing_page,2018-01-08 07:18:26,12670,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-08 07:36:26,12670,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-09 16:25:26,12670,paid-search,google
1 - landing_page,2018-01-26 16:14:13,12746,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-26 19:38:13,12746,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-28 01:09:13,12746,paid-search,google
1 - landing_page,2018-01-14 15:20:55,12808,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-14 19:44:55,12808,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-17 06:17:55,12808,weekly-newsletter,email
1 - landing_page,2018-01-09 14:56:48,12832,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-09 17:37:48,12832,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-12 17:55:48,12832,retargetting-campaign,email
1 - landing_page,2018-01-05 03:48:14,12921,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-05 07:19:14,12921,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-09 07:33:14,12921,weekly-newsletter,email
1 - landing_page,2018-01-12 08:53:05,12999,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-12 13:46:05,12999,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-15 17:01:05,12999,weekly-newsletter,email
1 - landing_page,2018-01-30 01:41:57,13044,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-30 04:22:57,13044,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-30 04:45:57,13044,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-23 11:03:53,13062,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-23 11:34:53,13062,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-27 22:23:53,13062,retargetting-campaign,email
1 - landing_page,2018-01-01 07:59:39,13069,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-01 09:50:39,13069,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-01 09:57:39,13069,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-28 18:49:29,13072,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-28 23:33:29,13072,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-01 14:43:29,13072,retargetting-ad,facebook
1 - landing_page,2018-01-12 15:56:38,13082,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-12 16:59:38,13082,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-09 01:14:46,13145,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-09 03:15:46,13145,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-06 22:59:02,13189,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-06 23:18:02,13189,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-26 23:44:58,13236,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 04:20:58,13236,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-30 21:50:58,13236,weekly-newsletter,email
1 - landing_page,2018-01-15 17:07:41,13318,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-15 20:49:41,13318,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-17 10:00:41,13318,paid-search,google
4 - purchase,2018-01-17 10:12:41,13318,paid-search,google
1 - landing_page,2018-01-03 15:13:27,13418,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-03 17:58:27,13418,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-06 16:34:27,13418,retargetting-ad,facebook
4 - purchase,2018-01-06 16:36:27,13418,retargetting-ad,facebook
1 - landing_page,2018-01-22 12:32:25,13667,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-22 13:30:25,13667,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-25 13:49:25,13667,retargetting-ad,facebook
1 - landing_page,2018-01-08 23:33:21,13691,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-09 03:56:21,13691,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-13 04:00:21,13691,retargetting-ad,facebook
1 - landing_page,2018-01-30 15:08:50,13764,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-30 15:40:50,13764,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-07 10:25:39,13865,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-07 14:14:39,13865,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-11 21:55:39,13865,retargetting-ad,facebook
1 - landing_page,2018-01-19 07:31:17,13930,cool-tshirts-search,google
2 - shopping_cart,2018-01-19 11:39:17,13930,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-24 01:05:17,13930,weekly-newsletter,email
1 - landing_page,2018-01-22 10:36:42,13952,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-22 11:23:42,13952,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-26 13:18:42,13952,weekly-newsletter,email
1 - landing_page,2018-01-26 19:57:20,13993,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-26 21:46:20,13993,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-13 16:01:44,14014,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-13 18:35:44,14014,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-17 17:55:44,14014,weekly-newsletter,email
4 - purchase,2018-01-17 18:07:44,14014,weekly-newsletter,email
1 - landing_page,2018-01-23 18:10:58,14062,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-23 22:24:58,14062,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-26 18:33:58,14062,retargetting-ad,facebook
1 - landing_page,2018-01-06 23:34:24,14158,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-07 03:20:24,14158,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-08 12:21:24,14158,weekly-newsletter,email
1 - landing_page,2018-01-25 04:43:59,14242,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-25 07:02:59,14242,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-28 05:41:59,14242,retargetting-ad,facebook
4 - purchase,2018-01-28 05:54:59,14242,retargetting-ad,facebook
1 - landing_page,2018-01-04 12:10:39,14367,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-04 14:44:39,14367,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-08 12:30:39,14367,retargetting-ad,facebook
1 - landing_page,2018-01-16 22:59:03,14378,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-17 00:54:03,14378,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-19 12:04:03,14378,retargetting-ad,facebook
4 - purchase,2018-01-19 12:09:03,14378,retargetting-ad,facebook
1 - landing_page,2018-01-20 02:48:21,14397,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-20 05:52:21,14397,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-22 03:39:21,14397,retargetting-campaign,email
1 - landing_page,2018-01-01 16:07:41,14399,cool-tshirts-search,google
2 - shopping_cart,2018-01-01 17:29:41,14399,cool-tshirts-search,google
3 - checkout,2018-01-04 08:35:41,14399,retargetting-campaign,email
1 - landing_page,2018-01-23 20:10:43,14430,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-23 22:36:43,14430,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-25 13:12:43,14430,weekly-newsletter,email
1 - landing_page,2018-01-12 04:59:42,14488,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-12 05:58:42,14488,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-19 03:53:02,14509,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-19 07:56:02,14509,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-23 00:25:02,14509,weekly-newsletter,email
1 - landing_page,2018-01-03 16:32:56,14539,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-03 20:29:56,14539,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-06 13:16:56,14539,weekly-newsletter,email
1 - landing_page,2018-01-13 15:44:50,14570,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-13 17:31:50,14570,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-16 16:22:50,14570,weekly-newsletter,email
1 - landing_page,2018-01-12 09:26:58,14646,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-12 13:00:58,14646,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-16 17:58:58,14646,retargetting-ad,facebook
4 - purchase,2018-01-16 18:00:58,14646,retargetting-ad,facebook
1 - landing_page,2018-01-25 11:14:09,14693,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-25 14:45:09,14693,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-16 21:35:49,14754,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-17 01:28:49,14754,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-18 13:47:49,14754,weekly-newsletter,email
1 - landing_page,2018-01-15 17:22:18,14770,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-15 22:14:18,14770,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-15 22:49:18,14770,interview-with-cool-tshirts-founder,medium
4 - purchase,2018-01-15 22:54:18,14770,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-07 07:27:29,14795,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-07 11:49:29,14795,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-09 19:03:29,14795,weekly-newsletter,email
1 - landing_page,2018-01-08 19:55:14,14816,cool-tshirts-search,google
2 - shopping_cart,2018-01-09 00:36:14,14816,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-11 19:50:14,14816,retargetting-campaign,email
1 - landing_page,2018-01-29 23:43:17,14872,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-30 04:12:17,14872,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-04 05:25:46,14962,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-04 06:44:46,14962,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-07 05:23:46,14962,weekly-newsletter,email
1 - landing_page,2018-01-03 22:24:50,14968,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-04 01:26:50,14968,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-05 22:41:50,14968,retargetting-ad,facebook
1 - landing_page,2018-01-17 03:29:09,15004,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-17 04:59:09,15004,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-20 15:38:09,15004,retargetting-campaign,email
1 - landing_page,2018-01-03 01:05:39,15015,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-27 23:09:14,15039,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-28 02:11:14,15039,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-30 04:58:14,15039,retargetting-ad,facebook
4 - purchase,2018-01-30 05:04:14,15039,retargetting-ad,facebook
1 - landing_page,2018-01-21 18:49:49,15058,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-21 20:13:49,15058,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-24 16:28:49,15058,retargetting-ad,facebook
1 - landing_page,2018-01-13 06:30:14,15060,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-13 08:27:14,15060,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-16 01:24:14,15060,paid-search,google
1 - landing_page,2018-01-09 00:42:42,15151,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-09 04:59:42,15151,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-12 04:25:42,15151,retargetting-ad,facebook
4 - purchase,2018-01-12 04:27:42,15151,retargetting-ad,facebook
1 - landing_page,2018-01-22 20:40:51,15154,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-23 00:51:51,15154,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-26 15:13:51,15154,retargetting-ad,facebook
1 - landing_page,2018-01-09 08:57:58,15165,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-09 10:32:58,15165,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-12 00:52:58,15165,weekly-newsletter,email
4 - purchase,2018-01-12 00:54:58,15165,weekly-newsletter,email
1 - landing_page,2018-01-29 21:33:25,15172,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-02 12:37:39,15219,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-02 16:08:39,15219,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-07 00:00:39,15219,retargetting-campaign,email
1 - landing_page,2018-01-10 00:38:08,15228,interview-with-cool-tshirts-founder,medium
